id_venta,id_itinerario,id_pasajero,id_ruta,id_empresa,fecha_venta,fecha_viaje,numero_asiento,monto_pagado,canal_venta,estado_pasaje,descuento_aplicado,nombre_pasajero_registrado,observaciones,anio_venta,mes_venta
90,3,4,1,3,2024-01-21,2024-01-30,21,117.72,Ventanilla,Viajado,10.0,ANA LUISA CONDORI HUANCA,Pasajero adulto mayor,2024,1
91,12,14,7,6,2025-02-26,2025-03-03,5,38.52,Telefono,Viajado,10.0,CLAUDIA VERONICA SALINAS IBAÑEZ,Pasaje con equipaje extra,2025,2
92,2,20,1,1,2023-07-01,2023-07-23,37,98.88,Ventanilla,Confirmado,20.0,MARIA ELENA FLORES,Sin observaciones,2023,7
93,10,16,6,10,2024-06-02,2024-06-25,22,86.4,Agente,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Pasajero adulto mayor,2024,6
94,8,2,4,11,2024-04-29,2024-05-18,45,79.1,Ventanilla,Cancelado,0.0,MARIA ELENA FLORES TARQUI,Sin observaciones,2024,4
95,3,10,1,3,2023-05-24,2023-05-28,6,100.44,Web,Cancelado,10.0,JUAN CARLOS,Pasajero adulto mayor,2023,5
96,12,14,7,6,2025-04-01,2025-04-09,34,44.0,Telefono,Cancelado,0.0,CLAUDIA VERONICA SALINAS IBAÑEZ,Pasajero adulto mayor,2025,4
97,12,8,7,6,2023-02-17,2023-03-18,5,40.0,Web,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Pasaje con equipaje extra,2023,2
98,5,15,2,2,2024-02-14,2024-02-18,15,144.2,Agente,Viajado,0.0,JORGE EDUARDO IBAÑEZ CASTRO,Sin observaciones,2024,2
99,13,8,8,4,2023-08-02,2023-08-04,34,38.85,Ventanilla,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Pasaje con equipaje extra,2023,8
100,12,3,7,6,2024-11-24,2024-12-04,24,44.0,Ventanilla,Cancelado,0.0,SIN REGISTRO,Pasaje con equipaje extra,2024,11
101,15,14,11,13,2025-11-03,2025-11-12,29,10.9,Agente,Viajado,0.0,CLAUDIA VERONICA SALINAS IBAÑEZ,Pasajero adulto mayor,2025,11
102,3,3,1,3,2025-06-02,2025-06-04,30,130.8,Ventanilla,Viajado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Sin observaciones,2025,6
103,7,20,3,3,2023-08-06,2023-08-22,32,93.5,Web,Cancelado,0.0,CARMEN ROSA OPORTO FLORES,Pasajero adulto mayor,2023,8
104,14,13,10,13,2024-06-29,2024-07-29,34,26.5,Web,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Sin observaciones,2024,6
105,1,13,1,1,2024-04-18,2024-04-25,35,123.12,Agente,Viajado,10.0,FERNANDO JOSE AGUILAR SALINAS,Sin observaciones,2024,4
106,1,14,1,1,2023-11-20,2023-12-07,2,91.8,Agente,Cancelado,10.0,CLAUDIA VERONICA SALINAS IBAÑEZ,Sin observaciones,2023,11
107,12,7,7,6,2025-04-21,2025-04-23,22,42.0,Agente,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,Pasajero adulto mayor,2025,4
108,11,8,7,4,2024-03-11,2024-04-04,36,42.0,Web,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Sin observaciones,2024,3
109,6,15,2,8,2024-12-31,2025-01-21,6,123.2,Ventanilla,Cancelado,0.0,JORGE EDUARDO IBAÑEZ CASTRO,Pasajero adulto mayor,2024,12
110,1,2,1,1,2023-08-07,2023-08-29,32,116.4,Web,Cancelado,0.0,MARIA ELENA FLORES TARQUI,Pasajero adulto mayor,2023,8
111,13,15,8,4,2023-08-09,2023-08-30,29,27.09,Ventanilla,Viajado,10.0,JORGE EDUARDO IBAÑEZ CASTRO,Pasaje con equipaje extra,2023,8
112,13,3,8,4,2023-08-24,2023-09-01,41,39.55,Web,Viajado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Sin observaciones,2023,8
113,15,11,11,13,2024-07-27,2024-08-05,30,9.6,Telefono,Cancelado,0.0,ROBERTO CARLOS VILLANUEVA RAMOS,Sin observaciones,2024,7
114,4,5,1,5,2024-10-22,2024-11-18,11,109.2,Web,Viajado,0.0,JUAN CARLOS,Pasajero adulto mayor,2024,10
115,4,1,1,5,2024-09-20,2024-09-30,31,105.6,Web,Viajado,0.0,MARIA ELENA FLORES,Pasaje con equipaje extra,2024,9
116,15,1,11,13,2023-05-01,2023-05-20,30,10.3,Web,Viajado,0.0,JUAN CARLOS MAMANI QUISPE,Pasajero adulto mayor,2023,5
117,7,5,3,3,2025-05-17,2025-05-29,39,109.89,Web,Viajado,10.0,CARLOS ALBERTO VARGAS TORREZ,Pasaje con equipaje extra,2025,5
118,3,16,1,3,2025-01-15,2025-02-10,3,114.0,Web,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Sin observaciones,2025,1
119,2,15,1,1,2023-08-25,2023-09-01,11,118.8,Telefono,Viajado,0.0,JORGE EDUARDO IBAÑEZ CASTRO,Sin observaciones,2023,8
120,1,10,1,1,2025-12-04,2025-12-15,40,103.68,Web,Cancelado,10.0,SIN REGISTRO,Pasaje con equipaje extra,2025,12
121,11,18,7,4,2024-04-11,2024-04-26,35,45.2,Web,Viajado,0.0,SILVIA ROSARIO MONTAÑO PEREZ,Sin observaciones,2024,4
122,14,5,10,13,2025-08-29,2025-09-25,18,19.58,Telefono,Viajado,10.0,CARLOS ALBERTO VARGAS TORREZ,Sin observaciones,2025,8
123,6,9,2,8,2025-01-07,2025-01-28,19,114.66,Web,Viajado,10.0,LUIS FERNANDO MENDOZA ARCE,Pasajero adulto mayor,2025,1
124,6,7,2,8,2025-08-20,2025-08-22,44,147.0,Web,Confirmado,0.0,MIGUEL ANGEL QUISPE MAMANI,Pasajero adulto mayor,2025,8
125,9,13,5,12,2025-04-01,2025-04-19,28,157.5,Telefono,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Pasaje con equipaje extra,2025,4
126,7,18,3,3,2024-07-08,2024-07-22,12,111.1,Web,Viajado,0.0,SILVIA ROSARIO MONTAÑO PEREZ,Pasaje con equipaje extra,2024,7
127,15,10,11,13,2025-09-18,2025-09-27,26,10.6,Ventanilla,Cancelado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasaje con equipaje extra,2025,9
128,14,2,10,13,2023-07-31,2023-08-08,18,24.08,Agente,Cancelado,10.0,MARIA ELENA FLORES TARQUI,Pasajero adulto mayor,2023,7
129,3,3,1,3,2023-03-03,2023-03-26,1,118.8,Ventanilla,Viajado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Pasajero adulto mayor,2023,3
130,11,20,7,4,2024-04-22,2024-05-04,8,30.6,Agente,Viajado,10.0,CARMEN ROSA OPORTO FLORES,Sin observaciones,2024,4
131,1,13,1,1,2023-01-04,2023-01-20,11,116.4,Ventanilla,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Sin observaciones,2023,1
132,5,20,2,2,2024-01-12,2024-01-13,7,158.2,Ventanilla,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Sin observaciones,2024,1
133,5,17,2,2,2025-10-19,2025-11-10,37,140.0,Agente,Viajado,0.0,JUAN CARLOS,Pasajero adulto mayor,2025,10
134,13,5,8,4,2025-03-02,2025-03-26,37,37.45,Telefono,Confirmado,0.0,CARLOS ALBERTO VARGAS TORREZ,Sin observaciones,2025,3
135,13,19,8,4,2025-03-24,2025-04-14,43,35.91,Web,Viajado,10.0,DANIEL ALEJANDRO PEREZ OPORTO,Pasaje con equipaje extra,2025,3
136,5,13,2,2,2024-03-25,2024-04-07,42,138.6,Agente,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Pasaje con equipaje extra,2024,3
137,14,8,10,13,2024-04-04,2024-04-12,12,23.5,Ventanilla,Cancelado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Sin observaciones,2024,4
138,11,6,7,4,2023-03-06,2023-03-11,38,31.32,Agente,Viajado,10.0,MARIA ELENA FLORES,Sin observaciones,2023,3
139,5,17,2,2,2023-12-04,2023-12-16,17,114.66,Ventanilla,Viajado,10.0,RICARDO ERNESTO PONCE MONTAÑO,Pasaje con equipaje extra,2023,12
140,11,15,7,4,2023-12-24,2024-01-01,1,41.04,Agente,Viajado,10.0,SIN REGISTRO,Sin observaciones,2023,12
141,3,9,1,3,2023-11-16,2023-12-13,46,117.6,Web,Viajado,0.0,LUIS FERNANDO MENDOZA ARCE,Pasaje con equipaje extra,2023,11
142,12,10,7,6,2023-11-22,2023-11-29,40,42.8,Agente,Cancelado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Pasajero adulto mayor,2023,11
143,3,5,1,3,2023-04-01,2023-04-05,13,106.92,Web,Viajado,10.0,CARLOS ALBERTO VARGAS TORREZ,Sin observaciones,2023,4
144,15,8,11,13,2023-08-09,2023-08-10,13,11.0,Telefono,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Pasaje con equipaje extra,2023,8
145,14,10,10,13,2024-10-24,2024-11-11,24,23.25,Web,Viajado,0.0,GLORIA BEATRIZ ARCE VILLANUEVA,Sin observaciones,2024,10
146,1,6,1,1,2025-03-19,2025-04-14,33,134.4,Web,Viajado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Sin observaciones,2025,3
147,9,16,5,12,2025-06-26,2025-06-28,5,162.0,Telefono,Viajado,0.0,MONICA CECILIA CASTRO PONCE,Pasajero adulto mayor,2025,6
148,13,20,8,4,2025-04-01,2025-04-19,39,27.41,Telefono,Viajado,10.0,CARMEN ROSA OPORTO FLORES,Pasajero adulto mayor,2025,4
149,5,17,2,2,2023-10-26,2023-11-18,38,152.6,Web,Viajado,0.0,RICARDO ERNESTO PONCE MONTAÑO,Pasaje con equipaje extra,2023,10
150,11,6,7,4,2025-01-14,2025-02-11,32,37.6,Ventanilla,Viajado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Pasajero adulto mayor,2025,1
151,1,6,1,1,2024-10-20,2024-11-18,17,111.6,Web,Viajado,0.0,ROSA ANGELICA CHOQUE LIMACHI,Pasaje con equipaje extra,2024,10
152,13,6,8,4,2023-08-15,2023-08-19,41,32.2,Web,Viajado,0.0,JUAN CARLOS,Pasajero adulto mayor,2023,8
153,5,17,2,2,2023-05-16,2023-05-22,32,137.34,Telefono,Viajado,10.0,RICARDO ERNESTO PONCE MONTAÑO,Sin observaciones,2023,5
154,7,15,3,3,2025-09-04,2025-09-27,2,97.9,Agente,Viajado,0.0,JORGE EDUARDO IBAÑEZ CASTRO,Pasajero adulto mayor,2025,9
155,13,15,8,4,2023-12-20,2024-01-06,6,29.61,Web,Viajado,10.0,JORGE EDUARDO IBAÑEZ CASTRO,Sin observaciones,2023,12
156,11,18,7,4,2023-09-16,2023-10-15,40,45.2,Ventanilla,Viajado,0.0,SILVIA ROSARIO MONTAÑO PEREZ,Pasajero adulto mayor,2023,9
157,15,5,11,13,2024-02-06,2024-02-13,25,8.46,Ventanilla,Viajado,10.0,CARLOS ALBERTO VARGAS TORREZ,Pasajero adulto mayor,2024,2
158,4,7,1,5,2024-09-20,2024-09-22,32,110.16,Agente,Viajado,10.0,MIGUEL ANGEL QUISPE MAMANI,Pasaje con equipaje extra,2024,9
159,9,8,5,12,2023-02-04,2023-02-22,39,129.0,Telefono,Viajado,0.0,SANDRA PATRICIA TORREZ MENDOZA,Pasaje con equipaje extra,2023,2
160,8,15,4,11,2023-11-10,2023-11-26,22,65.8,Ventanilla,Viajado,0.0,SIN REGISTRO,Pasaje con equipaje extra,2023,11
161,10,17,6,10,2023-10-05,2023-10-12,29,84.6,Telefono,Cancelado,0.0,MARIA ELENA FLORES,Sin observaciones,2023,10
162,11,20,7,4,2023-09-19,2023-10-02,26,37.2,Telefono,Viajado,0.0,CARMEN ROSA OPORTO FLORES,Pasajero adulto mayor,2023,9
163,3,3,1,3,2023-04-29,2023-05-28,43,117.6,Telefono,Viajado,0.0,PEDRO ANTONIO GUTIERREZ VACA,Pasajero adulto mayor,2023,4
164,13,8,8,4,2025-11-19,2025-12-01,30,27.72,Ventanilla,Cancelado,10.0,SANDRA PATRICIA TORREZ MENDOZA,Sin observaciones,2025,11
165,5,12,2,2,2023-01-27,2023-02-16,1,127.4,Agente,Viajado,0.0,PATRICIA ISABEL RAMOS AGUILAR,Sin observaciones,2023,1
166,4,4,1,5,2024-03-21,2024-04-05,23,117.72,Agente,Viajado,10.0,ANA LUISA CONDORI HUANCA,Sin observaciones,2024,3
167,5,2,2,2,2024-05-31,2024-06-02,28,121.8,Agente,Viajado,0.0,MARIA ELENA FLORES TARQUI,Sin observaciones,2024,5
168,1,14,1,1,2024-08-15,2024-09-12,35,121.2,Web,Viajado,0.0,CLAUDIA VERONICA SALINAS IBAÑEZ,Pasajero adulto mayor,2024,8
169,9,7,5,12,2025-04-13,2025-04-15,4,168.0,Telefono,Viajado,0.0,MIGUEL ANGEL QUISPE MAMANI,Pasaje con equipaje extra,2025,4
170,5,13,2,2,2024-12-27,2025-01-03,40,152.6,Agente,Viajado,0.0,FERNANDO JOSE AGUILAR SALINAS,Pasaje con equipaje extra,2024,12
171,14,2,10,13,2024-11-04,2024-11-09,38,26.25,Web,Cancelado,0.0,JUAN CARLOS,Pasaje con equipaje extra,2024,11
